experiment_id,model_config,stage,input_tokens,output_tokens,latency_ms,dsl_errors,render_errors,type_error_count,reference_error_count,cycle_detected,regenerated,runtime_error,timestamp
"exp_1765528462706","B","3","4120","4056","74996","","","0","0","false","false","false","Fri Dec 12 2025 20:19:01 GMT+0900 (Japan Standard Time)"
"exp_1765528462706","E","3","2769","1402","25585","","","0","0","false","false","false","Fri Dec 12 2025 23:25:13 GMT+0900 (Japan Standard Time)"
"exp_1765528462706","A","1","4073","1190","16692","","","0","0","false","false","false","Fri Dec 12 2025 17:52:41 GMT+0900 (Japan Standard Time)"
"exp_1765528462706","A","1","4078","1132","14577","","","0","0","false","false","false","Fri Dec 12 2025 17:36:44 GMT+0900 (Japan Standard Time)"
"exp_1765528462706","A","2","1687","768","7144","","","0","0","false","false","false","Fri Dec 12 2025 17:36:51 GMT+0900 (Japan Standard Time)"
"exp_1765528462706","E","1","4098","1151","72935","","","0","0","false","false","false","Fri Dec 12 2025 23:26:26 GMT+0900 (Japan Standard Time)"
"exp_1765528462706","E","2","2088","598","17586","","","0","0","false","false","false","Fri Dec 12 2025 23:26:44 GMT+0900 (Japan Standard Time)"
"exp_1765528462706","B","3","4334","3658","79031","","","0","0","false","false","false","Fri Dec 12 2025 20:27:59 GMT+0900 (Japan Standard Time)"
"exp_1765528462706","E","3","4280","2851","48794","","","0","0","false","false","false","Fri Dec 12 2025 23:27:33 GMT+0900 (Japan Standard Time)"
"exp_1765528462706","E","1","4090","1428","24675","","","0","0","false","false","false","Fri Dec 12 2025 23:27:57 GMT+0900 (Japan Standard Time)"
"exp_1765528462706","E","2","2260","543","9141","","","0","0","false","false","false","Fri Dec 12 2025 23:28:07 GMT+0900 (Japan Standard Time)"
"exp_1765528462706","A","1","4078","1046","10705","","","0","0","false","false","false","Fri Dec 12 2025 17:34:47 GMT+0900 (Japan Standard Time)"
"exp_1765528462706","A","2","1537","987","8278","","","0","0","false","false","false","Fri Dec 12 2025 17:34:55 GMT+0900 (Japan Standard Time)"
"exp_1765528462706","A","1","4063","1020","9028","","","0","0","false","false","false","Fri Dec 12 2025 17:35:13 GMT+0900 (Japan Standard Time)"
"exp_1765528462706","A","2","1510","918","8256","","","0","0","false","false","false","Fri Dec 12 2025 17:35:21 GMT+0900 (Japan Standard Time)"
"exp_1765528462706","A","1","4149","1173","20394","","","0","0","false","false","false","Fri Dec 12 2025 17:42:10 GMT+0900 (Japan Standard Time)"
"exp_1765528462706","A","2","1824","1032","7275","","","0","0","false","false","false","Fri Dec 12 2025 17:42:18 GMT+0900 (Japan Standard Time)"
"exp_1765528462706","A","3","2511","1339","9856","","","0","0","false","false","false","Fri Dec 12 2025 17:35:58 GMT+0900 (Japan Standard Time)"
"exp_1765528462706","A","1","4074","1304","12445","","","0","0","false","false","false","Fri Dec 12 2025 17:35:42 GMT+0900 (Japan Standard Time)"
"exp_1765528462706","A","2","1638","835","6121","","","0","0","false","false","false","Fri Dec 12 2025 17:35:48 GMT+0900 (Japan Standard Time)"
"exp_1765528462706","A","1","4073","1214","14450","","","0","0","false","false","false","Fri Dec 12 2025 17:36:12 GMT+0900 (Japan Standard Time)"
"exp_1765528462706","A","2","1635","822","5764","","","0","0","false","false","false","Fri Dec 12 2025 17:36:18 GMT+0900 (Japan Standard Time)"
"exp_1765528462706","E","3","4221","2989","34583","","","0","0","false","false","false","Fri Dec 12 2025 23:28:41 GMT+0900 (Japan Standard Time)"
"exp_1765528462706","A","3","2831","2010","17081","","","0","0","false","false","false","Fri Dec 12 2025 17:37:48 GMT+0900 (Japan Standard Time)"
"exp_1765528462706","A","1","4069","1173","14633","","","0","0","false","false","false","Fri Dec 12 2025 17:37:23 GMT+0900 (Japan Standard Time)"
"exp_1765528462706","A","2","1825","911","7504","","","0","0","false","false","false","Fri Dec 12 2025 17:37:31 GMT+0900 (Japan Standard Time)"
"exp_1765528462706","A","1","4062","1161","14854","","","0","0","false","false","false","Fri Dec 12 2025 17:38:03 GMT+0900 (Japan Standard Time)"
"exp_1765528462706","A","2","1460","865","7283","","","0","0","false","false","false","Fri Dec 12 2025 17:38:10 GMT+0900 (Japan Standard Time)"
"exp_1765528462706","A","1","4126","1219","19472","","","0","0","false","false","false","Fri Dec 12 2025 17:54:39 GMT+0900 (Japan Standard Time)"
"exp_1765528462706","A","2","1737","819","6702","","","0","0","false","false","false","Fri Dec 12 2025 17:58:13 GMT+0900 (Japan Standard Time)"
"exp_1765528462706","A","1","4061","1218","14570","","","0","0","false","false","false","Fri Dec 12 2025 17:38:33 GMT+0900 (Japan Standard Time)"
"exp_1765528462706","A","2","1417","903","6614","","","0","0","false","false","false","Fri Dec 12 2025 17:38:40 GMT+0900 (Japan Standard Time)"
"exp_1765528462706","A","3","3315","1369","13895","","","0","0","false","false","false","Fri Dec 12 2025 17:42:32 GMT+0900 (Japan Standard Time)"
"exp_1765528462706","A","1","4062","1046","14945","","","0","0","false","false","false","Fri Dec 12 2025 17:39:07 GMT+0900 (Japan Standard Time)"
